search_id,nbs_id,suitability_family_id,table,category,search_terms,screening_steps,inclusion_criteria,limits,n_retrieved,n_screened,n_included,search_date,run_id,searched_by,ruleset_version,discovery_log_ref,note
water_harvesting_conservation__T4__updated_lit__water_harvesting__in_situ__2026-08-05,water_harvesting_conservation,water_harvesting__in_situ,T4,updated_lit,"OpenAlex title.search: (""soil moisture conservation"" OR ""soil and water conservation"" OR ""contour bund"" OR ""contour ridge"" OR ""planting pit"" OR zai OR tassa OR ""tied ridge"") AND (suitability OR siting OR ""site selection"" OR runoff), from_publication_date:2015-01-01; sort=cited_by_count:desc",frame|source_type|relevance|credibility_six_axis|saturation_stop,WH subpractice explicit (PICOS); T4 = biophysical (runoff/slope/soil/drainage-geomorphology/rainfall) + system_constraint; soft enabling-env excluded; urban-stormwater/domestic-RWH excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,81,15,3,2026-08-05,water_harvesting_discovery_2026-08,Pete/Claude,v1.4.1,water_harvesting_in_situ_T4_2026-08.md,"Real OpenAlex total=81 for refined string. An earlier broader string incl. generic ""in situ"" returned 1960 (stemming noise) and was discarded. Recent set skews to SWC-effect-on-runoff/erosion process papers; siting/suitability GIS-MCDA hits (Kordofan in-situ, Mojo fuzzy-AHP) pulled in via cross-check WebSearch. OA-gold favoured."
water_harvesting_conservation__T4__grey__water_harvesting__in_situ__2026-08-05,water_harvesting_conservation,water_harvesting__in_situ,T4,grey,WebSearch EN: 'WOCAT soil and water conservation in-situ moisture conservation site selection suitability slope infiltration technology database'; 'FAO ICRISAT in-situ rainwater harvesting suitability manual slope soil runoff zai tied ridges site selection criteria drylands',frame|source_type|relevance|credibility_six_axis|saturation_stop,WH subpractice explicit (PICOS); T4 = biophysical (runoff/slope/soil/drainage-geomorphology/rainfall) + system_constraint; soft enabling-env excluded; urban-stormwater/domestic-RWH excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,9,9,4,2026-08-05,water_harvesting_discovery_2026-08,Pete/Claude,v1.4.1,water_harvesting_in_situ_T4_2026-08.md,"WebSearch, NOT a true corpus total - retrieved = distinct grey sources surfaced. FAO handbook (rainfall-runoff mgmt, slope classes 0-5% very-high suited) and WOCAT QCAT structured technology records (#1480 contour trench-cum-bund, #711 SWC channels) carry per-technique slope/rainfall/soil applicability = system_constraint/biophysical thresholds. Grey positive-bias discount applies at synthesis."
water_harvesting_conservation__T4__tool__water_harvesting__in_situ__2026-08-05,water_harvesting_conservation,water_harvesting__in_situ,T4,tool,GitHub API repositories?q=<'rainwater harvesting suitability'|'curve number runoff GIS'|'soil water conservation suitability'|'AHP suitability raster'>&sort=stars; + WebSearch 'GitHub rainwater harvesting suitability GIS MCDA runoff SCS curve number script',frame|source_type|relevance|credibility_six_axis|saturation_stop,WH subpractice explicit (PICOS); T4 = biophysical (runoff/slope/soil/drainage-geomorphology/rainfall) + system_constraint; soft enabling-env excluded; urban-stormwater/domestic-RWH excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,2,2,0,2026-08-05,water_harvesting_discovery_2026-08,Pete/Claude,v1.4.1,water_harvesting_in_situ_T4_2026-08.md,"Domain-specific RWH/SWC siting repos essentially absent on GitHub. C_CN_Calculator (agredo182, commit a5acfe0) is topically apt (runoff-coefficient/CN automation feeding runoff variable) but its git tree holds only LICENSE - NO source code -> cannot pin file:line hardcoded thresholds -> blocked, not included. planx_suitability_lab (YusufEminoglu) is a generic raster AHP/entropy MCDA engine, NbS-agnostic -> PICOS-excluded as a WH tool (ships no WH criterion branch). GitHub unauth rate-limit hit m"
forest_restoration__T4__stock__forest_restoration__passive_regeneration__2026-08-05,forest_restoration,forest_restoration__passive_regeneration,T4,stock,"title.search:(""natural regeneration"" OR ""passive restoration"" OR ""secondary succession"" OR ""forest regrowth"") AND (""potential"" OR ""predict"" OR ""suitability"" OR ""recovery"") | sort=cited_by_count:desc | OpenAlex",frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit (PICOS); T4 = regeneration-potential (passive/ANR) or planting-envelope (active) + system_constraint; species-envelope SDM excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,197,15,3,2026-08-05,fr_stocklit_finish_2026-08,Pete/Claude,v1.4.1,forest_restoration_passive_regeneration_T4_2026-08.md,"OpenAlex high-cite/seminal pass. Heavy stemming noise: 'secondary succession' + 'recovery' pulls soil-ecology/succession-mechanism papers (nitrification, nematodes, mycorrhiza, rock pools, grassland old-fields) and single-species envelopes (Pinus, Taxus, oak) - all excluded on PICOS (no restoration-practice suitability content / species SDM). Kept the 3 spatial regeneration-potential / active-vs-passive land-use predictor papers."
forest_restoration__T4__updated_lit__forest_restoration__passive_regeneration__2026-08-05,forest_restoration,forest_restoration__passive_regeneration,T4,updated_lit,"title.search:(""natural regeneration"" OR ""passive restoration"" OR ""spontaneous regeneration"" OR ""second-growth forest"") AND (""potential"" OR ""predict"" OR ""suitability"" OR ""spatial"") ,from_publication_date:2015-01-01 | sort=cited_by_count:desc | OpenAlex",frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit (PICOS); T4 = regeneration-potential (passive/ANR) or planting-envelope (active) + system_constraint; species-envelope SDM excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,101,15,4,2026-08-05,fr_stocklit_finish_2026-08,Pete/Claude,v1.4.1,forest_restoration_passive_regeneration_T4_2026-08.md,"OpenAlex recent (>=2015) focused pass. Excluded single-species natural-regen studies (Quercus robur/petraea, Taxus baccata, Pinus radiata), fungal/mycorrhiza limiting-factor papers, and stand-level spatial-pattern ecology with no landscape suitability. Kept spatial regeneration-potential mapping + global meta-analyses tying recovery to prior land-use/climate. Williams 2024 also surfaced in the stock query (assigned here)."
forest_restoration__T6__stock__forest_restoration__passive_regeneration__2026-08-05,forest_restoration,forest_restoration__passive_regeneration,T6,stock,(natural regeneration OR passive restoration) AND (forest restoration OR tropical forest),frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit; T6 = restoration success/cover/carbon/biodiversity + cost; MEL included,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,263,15,3,2026-08-05,fr_stocklit_finish_2026-08,Pete/Claude,v1.4.1,forest_restoration_passive_regeneration_T6_2026-08.md,"OpenAlex title.search, sort=cited_by_count desc, per_page=15, no date filter. meta.count=263. Screened top 15 by citation. Excluded species-envelope/SDM rows, temperate-woodland conversion (W1995415413), mangrove remote-sensing loss maps, and peatland site-specific succession that lack transferable T6 restoration-outcome/cost content. Included 3 seminal high-cite passive-regen restoration syntheses/meta-analyses with explicit practice framing. Rejected the broad regrowth+carbon string (37703 hit"
forest_restoration__T6__updated_lit__forest_restoration__passive_regeneration__2026-08-05,forest_restoration,forest_restoration__passive_regeneration,T6,updated_lit,(natural regeneration OR passive restoration) AND (restoration success OR cost OR biodiversity),frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit; T6 = restoration success/cover/carbon/biodiversity + cost; MEL included,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,1266,15,3,2026-08-05,fr_stocklit_finish_2026-08,Pete/Claude,v1.4.1,forest_restoration_passive_regeneration_T6_2026-08.md,"OpenAlex title.search + from_publication_date:2015-01-01, sort=cited_by_count desc. meta.count=1266 but heavily inflated by 'restoration' stemming noise (Attention Restoration Theory psychology papers W2519511798/W2888206228, lime-mortar restoration W1190866197, soil-aggregate SOC papers). Refined narrower variant (spontaneous regeneration OR second-growth forest) returned only 5, too sparse. Screened top 15 of the retained string; included 3 recent (2016-2020) passive-regen restoration studies "
forest_restoration__T3__stock__forest_restoration__passive_regeneration__2026-08-05,forest_restoration,forest_restoration__passive_regeneration,T3,stock,"title.search:(""natural regeneration"" OR ""secondary succession"" OR ""forest regrowth"" OR ""second-growth"" OR ""passive restoration"") AND (drought OR fire OR resilience OR mortality OR disturbance)",frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit; T3 = climate-hazard response (drought/fire survival & buffering),bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,257,15,5,2026-08-05,fr_stocklit_finish_2026-08,Pete/Claude,v1.4.1,forest_restoration_passive_regeneration_T3_2026-08.md,"OpenAlex, sort cited_by_count:desc, per_page=15. Real meta.count=257. Top-cited pool. Excluded non-forest systems (Australian heath/mammals W2075914368, sagebrush W2087671499, littoral rock pools W2093425470), soil-microbial/nutrient off-scope (W1768202113, W2297203455). Included skew to fire-hazard (Mediterranean/Amazonia/boreal) + drought."
forest_restoration__T3__updated_lit__forest_restoration__passive_regeneration__2026-08-05,forest_restoration,forest_restoration__passive_regeneration,T3,updated_lit,"title.search:(""natural regeneration"" OR ""secondary succession"" OR ""forest regrowth"" OR ""spontaneous regeneration"") AND (drought OR fire OR resilience OR mortality),from_publication_date:2015-01-01",frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit; T3 = climate-hazard response (drought/fire survival & buffering),bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,83,15,5,2026-08-05,fr_stocklit_finish_2026-08,Pete/Claude,v1.4.1,forest_restoration_passive_regeneration_T3_2026-08.md,"OpenAlex, from_publication_date:2015-01-01, sort cited_by_count:desc, per_page=15. Real meta.count=83. Dropped stock overlaps (W1768202113, W2300809509, W2297203455) and PICOS fails: active direct-seeding (W2754624377), single-species/volcanic non-climate hazard (W3112857986), non-forest sagebrush (W2342199593). Prioritised LMIC (Bolivia, Mali) + drought water-use ecophysiology."
forest_restoration__T6__stock__forest_restoration__active_planting__2026-08-05,forest_restoration,forest_restoration__active_planting,T6,stock,"title.search:(reforestation OR afforestation OR ""restoration planting"" OR ""enrichment planting"") AND (survival OR success OR carbon OR biodiversity OR cost) ; sort=cited_by_count:desc",frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit; T6 = restoration success/cover/carbon/biodiversity + cost; MEL included,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,1683,15,4,2026-08-05,fr_stocklit_finish_2026-08,Pete/Claude,v1.4.1,forest_restoration_active_planting_T6_2026-08.md,"OpenAlex high-cite/seminal. meta.count=1683 (broad, some stemming noise on 'carbon'/'cost' driving soil-carbon-accounting hits). Top-15 by citation screened. Kept restoration-success + biodiversity + carbon-outcome meta as legit T6 outcome/cost evidence; would-be T4-only carbon-accounting not treated as exclusion at T6. 'More than just trees' (tropical LDCs reforestation success) + China Grain-for-Green biodiversity paper give LMIC context."
forest_restoration__T6__updated_lit__forest_restoration__active_planting__2026-08-05,forest_restoration,forest_restoration__active_planting,T6,updated_lit,"title.search:(reforestation OR ""active restoration"" OR ""restoration planting"" OR ""tree planting"") AND (survival OR ""seedling survival"" OR success OR cost OR ""cost-effectiveness"") ,from_publication_date:2015-01-01 ; sort=cited_by_count:desc",frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit; T6 = restoration success/cover/carbon/biodiversity + cost; MEL included,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,120,15,5,2026-08-05,fr_stocklit_finish_2026-08,Pete/Claude,v1.4.1,forest_restoration_active_planting_T6_2026-08.md,"OpenAlex recent (2015-2026), focused on success/survival/cost outcomes. meta.count=120 (tight, low noise). Excluded urban/highway tree-planting, starch super-absorbent product paper, and single-species Scots-pine/Brazil-nut envelope hits (species=parameter, off-scope for practice-level T6). Kept active-planting success, biodiversity outcome, cost-per-tCO2e, and spatial topography-success papers."
forest_restoration__T4__stock__forest_restoration__active_planting__2026-08-05,forest_restoration,forest_restoration__active_planting,T4,stock,"title.search:(reforestation OR afforestation OR ""restoration planting"") AND (suitability OR prioritization OR ""site selection"") | sort=cited_by_count:desc",frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit (PICOS); T4 = regeneration-potential (passive/ANR) or planting-envelope (active) + system_constraint; species-envelope SDM excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,79,30,4,2026-08-05,fr_stocklit_finish_2026-08,Pete/Claude,v1.4.1,forest_restoration_active_planting_T4_2026-08.md,"Primary high-cite string returned 79. A broader variant (reforestation OR afforestation OR ""forest restoration"") AND (spatial OR mapping OR ""opportunity"") returned 259 with heavy stemming noise (soil-respiration, water-repellency, photosynthesis physiology hits) - top-cited screened, most excluded as off-scope (physiology/soil-process, not suitability). Excluded single-species SDM (dipterocarp site-suitability, Taxodium/Elaeagnus/Moso-bamboo species envelopes) and the burns-mapping RS paper."
forest_restoration__T4__updated_lit__forest_restoration__active_planting__2026-08-05,forest_restoration,forest_restoration__active_planting,T4,updated_lit,"title.search:(reforestation OR afforestation OR ""restoration planting"") AND (suitability OR ""restoration opportunity"" OR prioritization),from_publication_date:2015-01-01 | sort=cited_by_count:desc",frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit (PICOS); T4 = regeneration-potential (passive/ANR) or planting-envelope (active) + system_constraint; species-envelope SDM excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,41,27,5,2026-08-05,fr_stocklit_finish_2026-08,Pete/Claude,v1.4.1,forest_restoration_active_planting_T4_2026-08.md,"41 for primary string. Ran a restoration-potential variant (reforestation OR ""forest restoration"") AND (""restoration opportunity"" OR ""restoration potential"" OR ""spatial planning"") from 2015 = 12 hits, screened for recent spatial-planning/opportunity work. Excluded single-species afforestation-suitability SDM papers (Taxodium, Moso bamboo, 'particular species' ML) as species envelopes and pure carbon-capture-only titles lacking suitability content."
